,population,capacity,capacity_within,population_within,load,provision
1816,4,0,0,304267,,0.0
1817,0,0,0,249279,,
1818,9,0,0,205490,,0.0
1819,0,0,0,219624,,
1820,188,0,0,457043,,0.0
1821,1392,0,0,660046,,0.0
1822,0,0,0,649436,,
1823,0,0,0,747502,,
1824,0,0,0,952865,,
1825,0,0,0,781735,,
1826,0,0,0,484408,,
1827,91,0,0,505522,,0.0
1828,0,0,0,408436,,
1829,0,0,0,464728,,
1830,0,0,0,158792,,
1831,0,0,0,253516,,
1832,0,0,0,328304,,
1833,0,0,0,422953,,
1834,0,0,0,426680,,
1835,0,0,0,807879,,
1836,0,0,0,821283,,
1837,0,0,0,1103840,,
1838,0,0,0,611654,,
1839,0,0,0,677860,,
1840,0,0,0,681797,,
1841,233,0,0,430964,,0.0
1842,837,0,0,408004,,0.0
1843,0,0,0,907759,,
1844,0,0,0,309612,,
1845,0,0,0,1075961,,
1846,589,0,0,1126347,,0.0
1847,0,0,0,786407,,
1848,0,0,0,968550,,
1849,0,0,0,684726,,
1850,0,0,0,1065631,,
1851,0,0,0,739515,,
1852,0,0,0,589208,,
1853,0,0,0,743212,,
1854,0,0,0,274952,,
1855,0,0,0,693244,,
1856,0,0,0,416203,,
1857,1832,0,0,725268,,0.0
1858,0,0,0,1065159,,
1859,0,0,0,277474,,
1860,0,0,0,201820,,
1861,0,0,0,35763,,
1862,0,0,0,58206,,
1863,2220,0,0,425718,,0.0
1864,0,0,0,725991,,
1865,397,0,0,1174533,,0.0
1866,0,0,0,39570,,
1867,0,0,0,75005,,
1868,0,0,0,133831,,
1869,0,0,0,68417,,
1870,0,0,0,127281,,
1871,0,0,0,94368,,
1872,0,0,0,51270,,
1873,0,0,0,63847,,
1874,107,0,0,221275,,0.0
1875,0,0,0,863784,,
1876,0,0,0,345627,,
1877,940,0,0,388161,,0.0
1878,424,0,0,379246,,0.0
1879,34,0,0,335381,,0.0
1880,46,0,0,345627,,0.0
1881,285,0,0,355711,,0.0
1882,0,0,0,358753,,
1883,0,0,0,37717,,
1884,0,0,0,91563,,
1885,0,0,0,129843,,
1886,424,0,0,169520,,0.0
1887,1821,0,0,129843,,0.0
1888,605,0,0,119076,,0.0
1889,0,0,0,174866,,
1890,505,0,0,120598,,0.0
1891,0,0,0,120795,,
1892,80,0,0,418745,,0.0
1893,0,0,0,35226,,
1894,0,0,0,0,,
1895,0,0,0,16618,,
1896,0,0,0,0,,
1897,0,0,0,16424,,
1898,0,0,0,16424,,
1899,0,0,0,71649,,
1900,0,0,0,0,,
1901,0,0,0,0,,
1902,0,0,0,86425,,
1903,0,0,0,15581,,
1904,0,0,0,47327,,
1905,164,0,0,80583,,0.0
1906,0,0,0,182682,,
1907,250,0,0,245799,,0.0
1908,1245,0,0,289197,,0.0
1909,676,0,0,259105,,0.0
1910,416,0,0,299414,,0.0
1911,997,0,0,318644,,0.0
1912,2778,0,0,335764,,0.0
1913,1897,0,0,339400,,0.0
1914,3513,0,0,381546,,0.0
1915,703,0,0,333348,,0.0
1916,735,0,0,305368,,0.0
1917,393,0,0,265845,,0.0
1918,1159,0,0,289628,,0.0
1919,1665,0,0,248888,,0.0
1920,2283,0,0,299948,,0.0
1921,572,0,0,347168,,0.0
1922,2682,0,0,163645,,0.0
1923,124,0,0,289446,,0.0
1924,37,0,0,250255,,0.0
1925,89,0,0,234581,,0.0
1926,99,0,0,215945,,0.0
1927,0,0,0,207981,,
1928,315,0,0,236449,,0.0
1929,773,0,0,185776,,0.0
1930,32,0,0,198200,,0.0
1931,218,0,0,245003,,0.0
1932,144,0,0,245030,,0.0
1933,0,0,0,30899,,
1934,0,0,0,65617,,
1935,24,0,0,75771,,0.0
1936,258,0,0,68337,,0.0
1937,47,0,0,67509,,0.0
1938,0,0,0,33855,,
1939,0,0,0,55981,,
1940,0,0,0,61169,,
1941,0,0,0,35464,,
1942,3347,0,0,67025,,0.0
1943,674,0,0,65617,,0.0
1944,148,0,0,68337,,0.0
1945,890,0,0,74810,,0.0
1946,326,0,0,69021,,0.0
1947,302,0,0,68476,,0.0
1948,874,0,0,67525,,0.0
1949,194,0,0,67525,,0.0
1950,304,0,0,68476,,0.0
1951,0,0,0,69021,,
1952,1235,0,0,61056,,0.0
1953,1175,0,0,68070,,0.0
1954,0,0,0,106618,,
1955,1982,0,0,621296,,0.0
1956,17122,0,0,674058,,0.0
1957,13353,0,0,770014,,0.0
1958,1005,0,0,722551,,0.0
1959,445,0,0,919863,,0.0
1960,14073,0,0,873155,,0.0
1961,1342,0,0,924290,,0.0
1962,1515,0,0,627538,,0.0
1963,2175,0,0,915157,,0.0
1964,1742,0,0,731929,,0.0
1965,2354,0,0,1336499,,0.0
1966,1172,0,0,1402094,,0.0
1967,27,0,0,1392638,,0.0
1968,51,0,0,1388405,,0.0
1969,950,0,0,1199285,,0.0
1970,2297,0,0,1344161,,0.0
1971,12,0,0,1372798,,0.0
1972,908,0,0,1342999,,0.0
1973,509,0,0,1272015,,0.0
1974,284,0,0,1383150,,0.0
1975,184,0,0,1356730,,0.0
1976,1768,0,0,1355172,,0.0
1977,0,0,0,1305825,,
1978,5837,0,0,1274356,,0.0
1979,1682,0,0,1350702,,0.0
1980,21,0,0,1296263,,0.0
1981,22,0,0,1408035,,0.0
1982,0,0,0,1408966,,
1983,33,0,0,1320518,,0.0
1984,3,0,0,1287006,,0.0
1985,8,0,0,1348512,,0.0
1986,1905,0,0,1343919,,0.0
1987,0,0,0,1384329,,
1988,0,0,0,1352893,,
1989,305,0,0,1278149,,0.0
1990,1254,0,0,1273913,,0.0
1991,70,0,0,1249683,,0.0
1992,48,0,0,1193729,,0.0
1993,0,0,0,1351031,,
1994,0,0,0,1149329,,
1995,431,0,0,1240215,,0.0
1996,0,0,0,874793,,
1997,0,0,0,800050,,
1998,0,0,0,1045352,,
1999,0,0,0,927136,,
2000,0,0,0,1011366,,
2001,0,0,0,733888,,
2002,0,0,0,1017989,,
2003,1583,0,0,1233356,,0.0
2004,161,0,0,1282543,,0.0
2005,0,0,0,1222079,,
2006,54,0,0,1289883,,0.0
2007,26,0,0,1379034,,0.0
2008,122,0,0,1164893,,0.0
2009,111,0,0,1155153,,0.0
2010,155,0,0,1290519,,0.0
2011,50,0,0,1247801,,0.0
2012,67,0,0,1236822,,0.0
2013,60,0,0,1236822,,0.0
2014,50,0,0,1205450,,0.0
2015,82,0,0,1253741,,0.0
2016,60,0,0,1195313,,0.0
2017,74,0,0,1200685,,0.0
2018,66,0,0,1246821,,0.0
2019,65,0,0,1252400,,0.0
2020,0,0,0,1194661,,
2021,640,0,0,1301655,,0.0
2022,51,0,0,1229089,,0.0
2023,57,0,0,1234570,,0.0
2024,119,0,0,1239685,,0.0
2025,35,0,0,1288944,,0.0
2026,81,0,0,1343474,,0.0
2027,80,0,0,1215988,,0.0
2028,109,0,0,1342763,,0.0
2029,0,0,0,1354046,,
2030,26,0,0,1338094,,0.0
2031,662,0,0,890860,,0.0
2032,0,0,0,386582,,
2033,0,0,0,864968,,
2034,0,0,0,251206,,
2035,0,0,0,656660,,
2036,0,0,0,707590,,
2037,956,0,0,621440,,0.0
2038,0,0,0,762317,,
2039,40,0,0,847209,,0.0
2040,0,0,0,90126,,
2041,66,0,0,1177024,,0.0
2042,0,0,0,1202099,,
2043,26,0,0,1080330,,0.0
2044,0,0,0,1008156,,
2045,1660,0,0,1036971,,0.0
2046,294,0,0,1069578,,0.0
2047,1807,0,0,1065133,,0.0
2048,3733,0,0,1075864,,0.0
2049,620,0,0,988068,,0.0
2050,39,0,0,1110459,,0.0
2051,3214,0,0,1036971,,0.0
2052,783,0,0,784897,,0.0
2053,2216,0,0,993652,,0.0
2054,0,0,0,1029344,,
2055,4004,0,0,1172172,,0.0
2056,1061,0,0,1085801,,0.0
2057,0,0,0,650498,,
2058,2618,0,0,393163,,0.0
2059,0,0,0,209203,,
2060,0,0,0,92981,,
2061,0,0,0,97408,,
2062,0,0,0,149474,,
2063,0,0,0,73735,,
2064,127,0,0,423486,,0.0
2065,0,0,0,0,,
2066,0,0,0,502371,,
2067,0,0,0,0,,
2068,0,0,0,739478,,
2069,0,0,0,176201,,
2070,0,0,0,0,,
2071,0,0,0,78414,,
2072,0,0,0,4584,,
2073,0,0,0,0,,
2074,0,0,0,0,,
2075,0,0,0,2632,,
2076,0,0,0,1083,,
2077,0,0,0,0,,
2078,0,0,0,0,,
2079,0,0,0,0,,
2080,0,0,0,0,,
2081,0,0,0,1821,,
2082,0,0,0,2297,,
2083,0,0,0,40424,,
2084,0,0,0,0,,
2085,0,0,0,77,,
2086,0,0,0,0,,
2087,0,0,0,1821,,
2088,0,0,0,1821,,
2089,0,0,0,4948,,
2090,0,0,0,0,,
2091,295,0,0,531649,,0.0
2092,0,0,0,860,,
2093,182,0,0,851675,,0.0
2094,0,0,0,483845,,
2095,0,0,0,542911,,
2096,2042,0,0,624241,,0.0
2097,248,0,0,983021,,0.0
2098,1522,0,0,1081078,,0.0
2099,5091,0,0,1038521,,0.0
2100,0,0,0,773904,,
2101,2436,0,0,859870,,0.0
2102,0,0,0,862374,,
2103,18132,0,0,899225,,0.0
2104,0,0,0,97622,,
2105,0,0,0,802789,,
2106,6821,0,0,866561,,0.0
2107,10827,0,0,871817,,0.0
2108,17060,0,0,817910,,0.0
2109,0,0,0,785190,,
2110,0,0,0,946937,,
2111,7553,0,0,806524,,0.0
2112,6231,0,0,807570,,0.0
2113,3640,0,0,834771,,0.0
2114,0,0,0,133214,,
2115,0,0,0,994359,,
2116,0,65000,75205000,952049,14.646907692307693,
2117,0,0,0,1047600,,
2118,0,0,0,1014477,,
2119,0,0,0,759062,,
2120,0,0,0,814054,,
2121,0,0,0,1160311,,
2122,68,0,0,1207369,,0.0
2123,137,0,0,942668,,0.0
2124,0,0,0,1047951,,
2125,0,0,0,994722,,
2126,282,0,0,1187516,,0.0
2127,0,0,0,1074365,,
2128,0,0,0,1169017,,
2129,0,0,0,768517,,
2130,0,0,0,454223,,
2131,0,0,0,797790,,
2132,0,0,0,1016824,,
2133,2608,0,0,646164,,0.0
2134,4661,0,0,945780,,0.0
2135,205,0,0,945679,,0.0
2136,0,0,0,63859,,
2137,0,0,0,1013263,,
2138,0,0,0,1100378,,
2139,0,0,0,1313305,,
2140,0,0,0,1355085,,
2141,0,0,0,1193886,,
2142,0,0,0,701829,,
2143,0,0,0,414938,,
2144,3467,0,0,931676,,0.0
2145,1,0,0,1031176,,0.0
2146,1815,0,0,833356,,0.0
2147,5307,0,0,867819,,0.0
2148,0,0,0,916373,,
2149,4868,0,0,758809,,0.0
2150,0,0,0,260789,,
2151,0,0,0,611136,,
2152,0,0,0,221603,,
2153,145,0,0,887060,,0.0
2154,136,0,0,846742,,0.0
2155,0,0,0,832179,,
2156,0,0,0,539248,,
2157,500,0,0,499418,,0.0
2158,1930,0,0,833332,,0.0
2159,212,0,0,969970,,0.0
2160,0,0,0,1048837,,
2161,0,0,0,4485,,
2162,0,0,0,61630,,
2163,0,0,0,18286,,
2164,0,0,0,280589,,
2165,3367,0,0,321949,,0.0
2166,0,0,0,68354,,
2167,0,0,0,3367,,
2168,0,0,0,60069,,
2169,0,0,0,111188,,
2170,0,0,0,132994,,
2171,0,0,0,511110,,
2172,0,0,0,9246,,
2173,3143,0,0,56439,,0.0
2174,0,0,0,1840,,
2175,0,0,0,0,,
2176,0,0,0,7,,
2177,0,0,0,1859,,
2178,0,0,0,0,,
2179,0,0,0,1859,,
2180,0,0,0,0,,
2181,0,0,0,0,,
2182,0,0,0,0,,
2183,0,0,0,0,,
2184,0,0,0,0,,
2185,0,0,0,7,,
2186,0,0,0,0,,
2187,0,0,0,0,,
2188,0,0,0,1866,,
2189,0,0,0,0,,
2190,0,0,0,7,,
2191,0,0,0,302239,,
2192,2685,0,0,389840,,0.0
2193,495,0,0,476302,,0.0
2194,0,0,0,899433,,
2195,0,0,0,708007,,
2196,0,0,0,809259,,
2197,1859,0,0,833241,,0.0
2198,0,0,0,38631,,
2199,0,0,0,580190,,
2200,0,0,0,519966,,
2201,0,0,0,598222,,
2202,0,0,0,386338,,
2203,10051,0,0,653521,,0.0
2204,0,0,0,559800,,
2205,7690,0,0,689216,,0.0
2206,0,0,0,564119,,
2207,6097,0,0,686542,,0.0
2208,3255,0,0,616540,,0.0
2209,0,0,0,620205,,
2210,0,0,0,231040,,
2211,0,0,0,28203,,
2212,0,0,0,545284,,
2213,0,0,0,98682,,
2214,0,0,0,433,,
2215,0,0,0,86787,,
2216,0,0,0,433,,
2217,0,0,0,40683,,
2218,0,0,0,0,,
2219,0,0,0,21107,,
2220,0,0,0,62936,,
2221,0,0,0,433,,
2222,0,0,0,433,,
2223,0,0,0,21107,,
2224,0,0,0,22565,,
2225,127,0,0,75729,,0.0
2226,0,0,0,78909,,
2227,0,0,0,100884,,
2228,84,0,0,90126,,0.0
2229,26,0,0,75729,,0.0
2230,0,0,0,433,,
2231,45,0,0,49391,,0.0
2232,0,0,0,62418,,
2233,0,0,0,153,,
2234,0,0,0,0,,
2235,0,0,0,46239,,
2236,0,0,0,0,,
2237,0,0,0,0,,
2238,0,0,0,0,,
2239,0,0,0,0,,
2240,0,0,0,0,,
2241,0,0,0,0,,
2242,0,0,0,0,,
2243,0,0,0,0,,
2244,0,0,0,25424,,
2245,0,0,0,0,,
2246,0,0,0,0,,
2247,0,0,0,0,,
2248,0,0,0,37760,,
2249,0,0,0,89584,,
2250,0,0,0,158418,,
2251,0,0,0,72977,,
2252,0,0,0,48809,,
2253,0,0,0,211619,,
2254,0,0,0,113350,,
2255,0,0,0,322456,,
2256,57,0,0,369040,,0.0
2257,0,0,0,299702,,
2258,67,0,0,613402,,0.0
2259,1254,0,0,86204,,0.0
2260,0,0,0,62037,,
2261,0,0,0,1810,,
2262,0,0,0,204269,,
2263,0,0,0,185079,,
2264,0,0,0,374662,,
2265,0,0,0,126719,,
2266,0,0,0,648882,,
2267,0,0,0,362182,,
2268,0,0,0,687320,,
2269,0,0,0,398255,,
2270,0,0,0,252450,,
2271,0,0,0,186088,,
2272,0,0,0,18866,,
2273,0,0,0,9514,,
2274,0,0,0,1824,,
2275,1641,0,0,938821,,0.0
2276,0,0,0,881294,,
2277,0,0,0,133213,,
2278,0,0,0,1371427,,
2279,0,0,0,1391547,,
2280,0,0,0,1479070,,
2281,0,0,0,1422371,,
2282,0,0,0,1422315,,
2283,1474,0,0,1375535,,0.0
2284,1384,0,0,1394370,,0.0
2285,2711,0,0,1437965,,0.0
2286,0,0,0,1013703,,
2287,720,0,0,1391284,,0.0
2288,893,0,0,1391267,,0.0
2289,84,0,0,1385417,,0.0
2290,0,0,0,1294367,,
2291,0,0,0,1373189,,
2292,48,0,0,1468420,,0.0
2293,936,0,0,1465020,,0.0
2294,0,0,0,1437061,,
2295,875,0,0,1447359,,0.0
2296,0,0,0,1459729,,
2297,32,0,0,1465541,,0.0
2298,1919,0,0,1460902,,0.0
2299,1673,0,0,1459621,,0.0
2300,2576,0,0,1197466,,0.0
2301,0,0,0,1369050,,
2302,246,0,0,1434865,,0.0
2303,125,0,0,1461881,,0.0
2304,640,0,0,1426372,,0.0
2305,269,0,0,1425285,,0.0
2306,0,0,0,1258964,,
2307,0,0,0,1443623,,
2308,650,0,0,1341933,,0.0
2309,0,0,0,1344298,,
2310,0,0,0,1372410,,
2311,3193,0,0,1383017,,0.0
2312,348,0,0,1402985,,0.0
2313,245,0,0,1388228,,0.0
2314,958,0,0,1424010,,0.0
2315,1965,0,0,1225825,,0.0
2316,3051,0,0,1321094,,0.0
2317,164,195000,241800000,1067712,5.475446153846153,1474390.243902439
2318,3758,0,0,464903,,0.0
2319,54,0,0,1175749,,0.0
2320,0,0,0,0,,
2321,0,0,0,0,,
2322,0,0,0,0,,
2323,0,0,0,18286,,
2324,0,0,0,58253,,
2325,0,0,0,367450,,
2326,0,0,0,3429,,
2327,0,0,0,398633,,
2328,0,0,0,185080,,
2329,0,0,0,215063,,
2330,0,0,0,477632,,
2331,0,0,0,76531,,
2332,0,0,0,206224,,
2333,0,0,0,0,,
2334,0,0,0,1859,,
2335,0,0,0,70416,,
2336,0,0,0,134719,,
2337,0,0,0,93573,,
2338,0,0,0,256292,,
2339,0,0,0,9370,,
2340,0,0,0,9370,,
2341,0,0,0,70416,,
2342,0,0,0,123191,,
2343,0,0,0,19547,,
2344,0,0,0,9370,,
2345,0,0,0,0,,
2346,0,0,0,160764,,
2347,0,0,0,175551,,
2348,0,0,0,103693,,
2349,0,0,0,5750,,
2350,0,0,0,161019,,
2351,0,0,0,106149,,
2352,0,0,0,4597,,
2353,0,0,0,66439,,
2354,0,0,0,5234,,
2355,5,0,0,3372,,0.0
2356,0,0,0,3367,,
2357,0,0,0,19547,,
2358,0,0,0,18286,,
2359,0,0,0,127632,,
2360,0,0,0,0,,
2361,0,0,0,0,,
2362,0,0,0,52196,,
2363,0,0,0,45337,,
2364,0,0,0,60543,,
2365,0,0,0,55275,,
2366,0,0,0,52341,,
2367,0,0,0,75101,,
2368,0,0,0,29185,,
2369,0,0,0,34133,,
2370,0,0,0,81356,,
2371,0,0,0,601503,,
2372,0,0,0,786145,,
2373,0,0,0,1120066,,
2374,0,0,0,1028657,,
2375,0,0,0,1080985,,
2376,0,0,0,1079305,,
2377,0,0,0,1231130,,
2378,0,0,0,1359891,,
2379,0,0,0,1156178,,
2380,0,0,0,1094494,,
2381,131,0,0,1211017,,0.0
2382,1017,0,0,1246448,,0.0
2383,0,0,0,627518,,
2384,0,0,0,428249,,
2385,7,0,0,150461,,0.0
2386,0,0,0,26031,,
2387,0,0,0,0,,
2388,0,0,0,38603,,
2389,0,0,0,0,,
2390,0,0,0,1846,,
2391,0,0,0,0,,
2392,0,0,0,0,,
2393,0,0,0,445,,
2394,0,0,0,119045,,
2395,0,0,0,0,,
2396,0,0,0,770654,,
2397,0,0,0,0,,
2398,0,0,0,8424,,
2399,0,0,0,2065,,
2400,0,0,0,8200,,
2401,0,0,0,603,,
2402,0,0,0,41432,,
2403,0,0,0,0,,
2404,0,0,0,0,,
2405,0,0,0,1034,,
2406,0,0,0,0,,
2407,0,0,0,45489,,
2408,0,0,0,0,,
2409,0,0,0,0,,
2410,0,0,0,8215,,
2411,0,0,0,0,,
2412,0,0,0,215772,,
2413,0,0,0,0,,
2414,0,0,0,41476,,
2415,0,0,0,6273,,
2416,0,0,0,167880,,
2417,53,0,0,338578,,0.0
2418,91,0,0,491617,,0.0
2419,60,0,0,504572,,0.0
2420,53,0,0,490443,,0.0
2421,84,0,0,411124,,0.0
2422,71,0,0,357884,,0.0
2423,72,0,0,491503,,0.0
2424,0,0,0,414920,,
2425,122,0,0,463479,,0.0
2426,16,0,0,498336,,0.0
2427,27,0,0,376404,,0.0
2428,0,0,0,45548,,
2429,517,0,0,630625,,0.0
2430,0,0,0,523716,,
2431,0,0,0,0,,
2432,0,0,0,0,,
2433,0,0,0,8009,,
2434,0,0,0,0,,
2435,0,0,0,24818,,
2436,0,0,0,1914,,
2437,0,0,0,106961,,
2438,0,0,0,0,,
2439,0,0,0,0,,
2440,0,0,0,0,,
2441,0,0,0,0,,
2442,0,0,0,6996,,
2443,0,0,0,0,,
2444,0,0,0,0,,
2445,0,0,0,2431,,
2446,0,0,0,0,,
2447,0,0,0,0,,
2448,0,0,0,29,,
2449,0,0,0,0,,
2450,0,0,0,0,,
2451,103,0,0,379353,,0.0
2452,0,0,0,281169,,
2453,138,0,0,238535,,0.0
2454,100,0,0,337809,,0.0
2455,935,0,0,245845,,0.0
2456,29,0,0,252134,,0.0
2457,0,0,0,267661,,
2458,0,0,0,8346,,
2459,0,0,0,5228,,
2460,125,0,0,767940,,0.0
2461,0,0,0,839813,,
2462,0,0,0,298,,
2463,0,0,0,0,,
2464,0,0,0,344,,
2465,0,0,0,260391,,
2466,0,0,0,305175,,
2467,0,0,0,0,,
2468,0,0,0,283783,,
2469,0,0,0,402626,,
2470,0,0,0,0,,
2471,0,0,0,209,,
2472,0,0,0,0,,
2473,0,0,0,97856,,
2474,0,0,0,196023,,
2475,0,0,0,0,,
2476,0,0,0,0,,
2477,0,0,0,162843,,
2478,0,0,0,6183,,
2479,0,0,0,5974,,
2480,0,0,0,3,,
2481,0,0,0,0,,
2482,0,0,0,62501,,
2483,0,0,0,3738,,
2484,0,0,0,7438,,
2485,0,0,0,298705,,
2486,0,0,0,33001,,
2487,119,0,0,442254,,0.0
2488,0,0,0,28383,,
2489,0,0,0,3738,,
2490,0,0,0,252613,,
2491,0,0,0,3,,
2492,0,0,0,178354,,
2493,0,0,0,1417,,
2494,3825,130000,133900000,759051,5.838853846153846,35006.535947712415
2495,0,0,0,877901,,
2496,0,0,0,631518,,
2497,0,0,0,971667,,
2498,0,0,0,610009,,
2499,0,0,0,896256,,
2500,0,0,0,197587,,
2501,411,0,0,631137,,0.0
2502,1319,0,0,734538,,0.0
2503,0,0,0,499809,,
2504,0,0,0,693775,,
2505,0,0,0,824337,,
2506,0,0,0,311554,,
2507,0,0,0,757142,,
2508,295,0,0,442228,,0.0
2509,438,0,0,779715,,0.0
2510,516,0,0,763521,,0.0
2511,0,0,0,485530,,
2512,728,0,0,392329,,0.0
2513,0,0,0,658756,,
2514,219,0,0,744563,,0.0
2515,12,0,0,771417,,0.0
2516,249,0,0,662070,,0.0
2517,12,0,0,704930,,0.0
2518,159,0,0,676314,,0.0
2519,0,0,0,640196,,
2520,0,0,0,765986,,
2521,2254,0,0,835595,,0.0
2522,230,0,0,559269,,0.0
2523,413,0,0,750766,,0.0
2524,0,0,0,61197,,
2525,0,0,0,21486,,
2526,0,0,0,1001367,,
2527,2076,0,0,1339565,,0.0
2528,75,0,0,1359923,,0.0
2529,0,0,0,1406843,,
2530,241,0,0,1391187,,0.0
2531,0,0,0,831474,,
2532,0,0,0,432070,,
2533,0,0,0,1124141,,
2534,0,0,0,760874,,
2535,0,0,0,1019481,,
2536,0,0,0,865968,,
2537,0,0,0,979648,,
2538,0,0,0,725354,,
2539,359,0,0,764165,,0.0
2540,0,0,0,738439,,
2541,0,0,0,786206,,
2542,0,0,0,704702,,
2543,849,0,0,837254,,0.0
2544,0,0,0,831474,,
2545,43,0,0,1038111,,0.0
2546,0,0,0,891051,,
2547,8622,0,0,650741,,0.0
2548,0,0,0,405099,,
2549,0,0,0,261446,,
2550,1113,0,0,820969,,0.0
2551,0,0,0,215729,,
2552,284,0,0,699169,,0.0
2553,0,0,0,439094,,
2554,2650,0,0,807575,,0.0
2555,0,0,0,289248,,
2556,0,0,0,585756,,
2557,8922,0,0,742957,,0.0
2558,0,0,0,819393,,
2559,0,0,0,718379,,
2560,0,0,0,416041,,
2561,0,0,0,327437,,
2562,0,0,0,447856,,
2563,0,0,0,787754,,
2564,303,0,0,892909,,0.0
2565,190,0,0,195547,,0.0
2566,0,0,0,90981,,
2567,0,0,0,68340,,
2568,77,0,0,188797,,0.0
2569,209,0,0,191252,,0.0
2570,91,0,0,120793,,0.0
2571,0,0,0,91883,,
2572,0,0,0,128630,,
2573,0,0,0,56271,,
2574,0,0,0,3538,,
2575,0,0,0,1821,,
2576,0,0,0,0,,
2577,0,0,0,0,,
2578,0,0,0,1821,,
2579,0,0,0,68340,,
2580,0,0,0,42081,,
2581,0,0,0,79501,,
2582,0,0,0,2297,,
2583,0,0,0,78430,,
2584,0,0,0,30349,,
2585,0,0,0,54707,,
2586,0,0,0,68825,,
2587,0,0,0,165013,,
2588,0,0,0,269035,,
2589,0,0,0,379705,,
2590,0,0,0,18546,,
2591,13,0,0,213423,,0.0
2592,0,0,0,117189,,
2593,0,0,0,177410,,
2594,118,0,0,175321,,0.0
2595,317,0,0,272905,,0.0
2596,0,0,0,143227,,
2597,0,0,0,128519,,
2598,0,0,0,198757,,
2599,321,0,0,364660,,0.0
2600,0,0,0,168182,,
2601,649,0,0,298079,,0.0
2602,0,0,0,397067,,
2603,0,0,0,344312,,
2604,0,0,0,777144,,
2605,0,0,0,913281,,
2606,0,0,0,851697,,
2607,0,0,0,539201,,
2608,0,0,0,809208,,
2609,0,0,0,891159,,
2610,0,0,0,908952,,
2611,0,0,0,771230,,
2612,288,0,0,1041515,,0.0
2613,144,0,0,1021482,,0.0
2614,441,0,0,1075346,,0.0
2615,1530,0,0,1105957,,0.0
2616,34,0,0,713186,,0.0
2617,310,0,0,1128852,,0.0
2618,0,0,0,1100132,,
2619,0,0,0,1056844,,
2620,220,0,0,813892,,0.0
2621,1671,0,0,961382,,0.0
2622,3718,0,0,1073935,,0.0
2623,2730,0,0,1067334,,0.0
2624,0,0,0,1260556,,
2625,0,0,0,874498,,
2626,0,0,0,804159,,
2627,0,0,0,320,,
2628,0,0,0,4803,,
2629,0,0,0,0,,
2630,0,0,0,0,,
2631,0,0,0,0,,
2632,0,0,0,0,,
2633,0,0,0,0,,
2634,0,0,0,0,,
2635,0,0,0,13370,,
2636,0,0,0,0,,
2637,0,0,0,10924,,
2638,984,0,0,50156,,0.0
2639,0,0,0,17853,,
2640,0,0,0,17853,,
2641,194,0,0,23629,,0.0
2642,654,0,0,58391,,0.0
2643,329,0,0,35394,,0.0
2644,0,0,0,55529,,
2645,0,0,0,53048,,
2646,0,0,0,34602,,
2647,0,0,0,61083,,
2648,0,0,0,121388,,
2649,0,0,0,64516,,
2650,0,0,0,74733,,
2651,0,0,0,65617,,
2652,0,0,0,52322,,
2653,0,0,0,69021,,
2654,0,0,0,70785,,
2655,0,0,0,49055,,
2656,0,0,0,63993,,
2657,0,0,0,162378,,
2658,0,0,0,5571,,
2659,0,0,0,123462,,
2660,0,0,0,130997,,
2661,2436,0,0,54488,,0.0
2662,0,0,0,64997,,
2663,0,0,0,28607,,
2664,0,0,0,37654,,
2665,0,0,0,37743,,
2666,0,0,0,61749,,
2667,0,0,0,16569,,
2668,0,0,0,66098,,
2669,0,0,0,30055,,
2670,0,0,0,28158,,
2671,0,0,0,15499,,
2672,0,0,0,39962,,
2673,266,0,0,65908,,0.0
2674,0,0,0,65220,,
2675,0,0,0,63968,,
2676,0,0,0,63968,,
2677,0,0,0,65908,,
2678,0,0,0,65728,,
2679,0,0,0,114233,,
2680,0,0,0,99320,,
2681,0,0,0,65361,,
2682,3462,0,0,71864,,0.0
2683,1341,0,0,72657,,0.0
2684,516,0,0,65361,,0.0
2685,0,0,0,64242,,
2686,2,0,0,65220,,0.0
2687,65,0,0,65310,,0.0
2688,3305,0,0,62209,,0.0
2689,0,0,0,10924,,
2690,0,0,0,8470,,
2691,0,0,0,64920,,
2692,0,0,0,1341,,
2693,0,0,0,54681,,
2694,0,0,0,65220,,
2695,0,0,0,63342,,
2696,0,0,0,65310,,
2697,0,0,0,64920,,
2698,0,0,0,52219,,
2699,0,0,0,33587,,
2700,0,0,0,1341,,
2701,0,0,0,184035,,
2702,0,0,0,64713,,
2703,28,0,0,439064,,0.0
2704,43,0,0,410074,,0.0
2705,374,0,0,358271,,0.0
2706,29,0,0,361487,,0.0
2707,0,0,0,277616,,
2708,337,0,0,393918,,0.0
2709,0,0,0,399151,,
2710,0,0,0,320829,,
2711,471,0,0,374632,,0.0
2712,115,0,0,483313,,0.0
2713,160,0,0,585138,,0.0
2714,268,0,0,688757,,0.0
2715,98,0,0,557459,,0.0
2716,361,0,0,627156,,0.0
2717,0,0,0,656533,,
2718,152,0,0,463181,,0.0
2719,119,0,0,318600,,0.0
2720,140,0,0,291081,,0.0
2721,37,0,0,454492,,0.0
2722,0,0,0,181096,,
2723,254,0,0,252477,,0.0
2724,54,0,0,384355,,0.0
2725,109,0,0,286978,,0.0
2726,0,0,0,180687,,
2727,92,0,0,374413,,0.0
2728,124,0,0,199622,,0.0
2729,38,0,0,424580,,0.0
2730,241,0,0,193433,,0.0
2731,45,0,0,256887,,0.0
