,population,capacity,capacity_within,population_within,load,provision
966,709,0,0,1225689,,0.0
967,9,0,0,1265026,,0.0
968,154,0,0,1248231,,0.0
969,178,0,0,1263186,,0.0
970,168,0,0,1320206,,0.0
971,47,0,0,1336283,,0.0
972,118,0,0,1324405,,0.0
973,162,0,0,1329266,,0.0
974,165,0,0,1229608,,0.0
975,78,0,0,1308389,,0.0
976,101,0,0,1276420,,0.0
977,78,0,0,1265123,,0.0
978,2513,0,0,1202082,,0.0
979,9649,0,0,1120555,,0.0
980,5954,0,0,1115143,,0.0
981,4825,0,0,1031325,,0.0
982,4487,0,0,958807,,0.0
983,2153,0,0,1379064,,0.0
984,738,0,0,1202693,,0.0
985,715,0,0,1215696,,0.0
986,2245,0,0,1399811,,0.0
987,673,0,0,1362429,,0.0
988,0,0,0,1366579,,
989,0,0,0,1391467,,
990,0,0,0,1370962,,
991,6006,0,0,1348314,,0.0
992,4219,0,0,1245709,,0.0
993,0,0,0,1170627,,
994,0,0,0,1392048,,
995,0,0,0,1364629,,
996,0,0,0,1354998,,
997,4683,0,0,1289837,,0.0
998,20,0,0,1394617,,0.0
999,0,0,0,1400924,,
1000,0,0,0,1330966,,
1001,0,0,0,1391467,,
1002,0,0,0,1374553,,
1003,0,0,0,1391109,,
1004,0,0,0,1391109,,
1005,0,0,0,1147027,,
1006,0,0,0,1333560,,
1007,0,0,0,1317748,,
1008,0,0,0,1299746,,
1009,2690,0,0,1343983,,0.0
1010,0,0,0,1378423,,
1011,12904,0,0,1250798,,0.0
1012,0,0,0,1377503,,
1013,0,0,0,1372256,,
1014,559,0,0,1385995,,0.0
1015,778,0,0,1369983,,0.0
1016,1616,0,0,1297824,,0.0
1017,1163,0,0,1353758,,0.0
1018,0,0,0,1393763,,
1019,2,0,0,1363758,,0.0
1020,2213,0,0,1407162,,0.0
1021,6,0,0,1355527,,0.0
1022,917,0,0,1344195,,0.0
1023,665,0,0,1328005,,0.0
1024,381,0,0,1346403,,0.0
1025,4379,0,0,1373443,,0.0
1026,669,0,0,1385995,,0.0
1027,2587,0,0,1318077,,0.0
1028,6,0,0,1329162,,0.0
1029,3,0,0,1242065,,0.0
1030,35,0,0,1292317,,0.0
1031,27,0,0,1308887,,0.0
1032,45,0,0,1295469,,0.0
1033,27,0,0,1343704,,0.0
1034,13,0,0,1296047,,0.0
1035,19,0,0,1338759,,0.0
1036,15,0,0,1299798,,0.0
1037,10,0,0,1271829,,0.0
1038,34,0,0,1316360,,0.0
1039,0,0,0,1316718,,
1040,0,0,0,1341678,,
1041,45,0,0,1288533,,0.0
1042,26,0,0,1313487,,0.0
1043,48,0,0,1264760,,0.0
1044,14,0,0,1295554,,0.0
1045,0,0,0,1348232,,
1046,761,0,0,1371899,,0.0
1047,30,0,0,1308882,,0.0
1048,20,0,0,1343593,,0.0
1049,1255,0,0,1302062,,0.0
1050,4,0,0,1364068,,0.0
1051,1168,0,0,1297987,,0.0
1052,0,0,0,1315285,,
1053,11,0,0,1370606,,0.0
1054,0,0,0,1195183,,
1055,102,0,0,1076067,,0.0
1056,556,0,0,1087726,,0.0
1057,0,0,0,1401231,,
1058,0,0,0,1421239,,
1059,622,0,0,1327763,,0.0
1060,160,0,0,684457,,0.0
1061,327,0,0,1025293,,0.0
1062,230,0,0,1042835,,0.0
1063,0,0,0,1212617,,
1064,4948,0,0,1036499,,0.0
1065,0,0,0,675661,,
1066,0,0,0,1115119,,
1067,0,0,0,679195,,
1068,0,0,0,1050484,,
1069,189,0,0,1020842,,0.0
1070,915,0,0,996682,,0.0
1071,973,0,0,954632,,0.0
1072,0,0,0,1111992,,
1073,0,0,0,1102094,,
1074,3757,0,0,1134998,,0.0
1075,576,0,0,1127995,,0.0
1076,419,0,0,1244349,,0.0
1077,1683,0,0,1146712,,0.0
1078,1067,0,0,1194858,,0.0
1079,347,0,0,1251263,,0.0
1080,0,0,0,1253075,,
1081,3300,0,0,1118004,,0.0
1082,2636,0,0,1059463,,0.0
1083,1082,0,0,1038583,,0.0
1084,1436,0,0,1110762,,0.0
1085,4065,0,0,1112518,,0.0
1086,1022,0,0,1068654,,0.0
1087,2050,0,0,1205849,,0.0
1088,1708,0,0,1057861,,0.0
1089,243,0,0,1147981,,0.0
1090,1240,0,0,1119074,,0.0
1091,1192,0,0,1087605,,0.0
1092,0,0,0,1132095,,
1093,883,0,0,1141809,,0.0
1094,751,0,0,1041125,,0.0
1095,1381,0,0,1084050,,0.0
1096,1051,0,0,1130628,,0.0
1097,1015,0,0,1148372,,0.0
1098,13,0,0,1087056,,0.0
1099,0,0,0,1191836,,
1100,50,0,0,1321858,,0.0
1101,55,0,0,1104244,,0.0
1102,110,0,0,1158333,,0.0
1103,7,0,0,1069224,,0.0
1104,3135,0,0,1083294,,0.0
1105,122,0,0,1147932,,0.0
1106,223,0,0,1266589,,0.0
1107,0,0,0,1212716,,
1108,0,0,0,1123185,,
1109,23,0,0,1330296,,0.0
1110,0,0,0,175850,,
1111,0,0,0,1041499,,
1112,0,0,0,1053478,,
1113,0,0,0,738230,,
1114,0,0,0,796889,,
1115,36,0,0,1009443,,0.0
1116,2,0,0,994753,,0.0
1117,0,0,0,265058,,
1118,0,0,0,379020,,
1119,0,0,0,750987,,
1120,0,0,0,957542,,
1121,605,0,0,1190371,,0.0
1122,4848,0,0,1194396,,0.0
1123,1710,0,0,1142095,,0.0
1124,1604,0,0,1135034,,0.0
1125,1912,0,0,1144052,,0.0
1126,159,0,0,1330212,,0.0
1127,519,0,0,1135231,,0.0
1128,1897,0,0,1160395,,0.0
1129,644,0,0,1181998,,0.0
1130,0,0,0,1131990,,
1131,2522,0,0,1144003,,0.0
1132,1083,0,0,1139421,,0.0
1133,1168,0,0,1171246,,0.0
1134,2389,0,0,1088007,,0.0
1135,5060,0,0,1216060,,0.0
1136,431,0,0,1163494,,0.0
1137,336,0,0,1159117,,0.0
1138,12539,0,0,1133822,,0.0
1139,1337,0,0,1128410,,0.0
1140,560,0,0,1142513,,0.0
1141,991,0,0,1188294,,0.0
1142,2797,0,0,1087361,,0.0
1143,4287,0,0,1089723,,0.0
1144,445,0,0,1359293,,0.0
1145,920,0,0,1165016,,0.0
1146,1471,0,0,1227027,,0.0
1147,401,0,0,1197544,,0.0
1148,1021,0,0,1009404,,0.0
1149,81,0,0,996701,,0.0
1150,119,0,0,1023557,,0.0
1151,6,0,0,1009404,,0.0
1152,37,0,0,1003600,,0.0
1153,0,0,0,1057085,,
1154,78,0,0,1057085,,0.0
1155,0,0,0,1045221,,
1156,1633,0,0,1088319,,0.0
1157,2927,0,0,1117986,,0.0
1158,191,0,0,1088921,,0.0
1159,0,0,0,1032116,,
1160,0,0,0,961251,,
1161,3,0,0,967517,,0.0
1162,309,0,0,959146,,0.0
1163,1286,0,0,967595,,0.0
1164,1196,0,0,959146,,0.0
1165,0,0,0,1090881,,
1166,593,0,0,1089251,,0.0
1167,3460,0,0,1056741,,0.0
1168,10029,0,0,1067289,,0.0
1169,0,0,0,1051251,,
1170,164,0,0,1129469,,0.0
1171,0,0,0,1083752,,
1172,0,0,0,1090881,,
1173,0,0,0,961076,,
1174,722,0,0,1230371,,0.0
1175,0,0,0,883924,,
1176,93,0,0,1200753,,0.0
1177,532,0,0,1075074,,0.0
1178,1297,0,0,1119514,,0.0
1179,209,0,0,1106118,,0.0
1180,67,0,0,1271206,,0.0
1181,157,0,0,1236804,,0.0
1182,41,0,0,1245584,,0.0
1183,636,0,0,1108066,,0.0
1184,0,0,0,1083435,,
1185,0,0,0,1117132,,
1186,280,0,0,1250431,,0.0
1187,1329,0,0,1020854,,0.0
1188,0,0,0,1160880,,
1189,0,0,0,642537,,
1190,706,0,0,825140,,0.0
1191,0,65000,69225000,793178,12.20273846153846,
1192,0,0,0,0,,
1193,0,0,0,506629,,
1194,0,0,0,718888,,
1195,0,0,0,943783,,
1196,0,0,0,670934,,
1197,0,0,0,585676,,
1198,0,0,0,434050,,
1199,0,0,0,583820,,
1200,0,0,0,338610,,
1201,0,0,0,278709,,
1202,415,0,0,619954,,0.0
1203,0,0,0,352009,,
1204,0,0,0,638158,,
1205,0,0,0,564551,,
1206,1252,0,0,749757,,0.0
1207,1132,0,0,739482,,0.0
1208,0,0,0,465893,,
1209,0,0,0,453412,,
1210,0,0,0,595111,,
1211,0,0,0,368110,,
1212,0,0,0,334239,,
1213,0,0,0,713304,,
1214,0,0,0,444193,,
1215,0,0,0,364441,,
1216,0,0,0,627071,,
1217,0,0,0,173786,,
1218,1385,0,0,532363,,0.0
1219,55,0,0,480253,,0.0
1220,0,0,0,297780,,
1221,0,0,0,467043,,
1222,0,0,0,493102,,
1223,1506,0,0,687108,,0.0
1224,0,0,0,692725,,
1225,0,0,0,0,,
1226,0,0,0,1183,,
1227,0,0,0,189142,,
1228,0,0,0,0,,
1229,0,0,0,217164,,
1230,0,0,0,299676,,
1231,0,0,0,15724,,
1232,0,0,0,575949,,
1233,0,0,0,730386,,
1234,0,0,0,1054630,,
1235,0,0,0,585632,,
1236,0,0,0,1036586,,
1237,0,0,0,922618,,
1238,0,0,0,749216,,
1239,0,0,0,911722,,
1240,0,0,0,754569,,
1241,0,0,0,850446,,
1242,0,0,0,913598,,
1243,0,0,0,924052,,
1244,0,0,0,736947,,
1245,983,0,0,767369,,0.0
1246,720,0,0,807821,,0.0
1247,630,0,0,792080,,0.0
1248,0,0,0,688129,,
1249,0,0,0,571676,,
1250,0,0,0,711810,,
1251,0,0,0,672963,,
1252,0,0,0,573283,,
1253,0,0,0,592315,,
1254,33,0,0,739932,,0.0
1255,0,0,0,665712,,
1256,0,0,0,750189,,
1257,0,0,0,620946,,
1258,0,0,0,677635,,
1259,0,0,0,706514,,
1260,1159,130000,142090000,813252,6.2557846153846155,122597.06643658326
1261,4407,0,0,819196,,0.0
1262,2901,65000,74815000,855030,13.154307692307693,25789.382971389176
1263,1496,0,0,742971,,0.0
1264,1471,0,0,773810,,0.0
1265,1011,0,0,722462,,0.0
1266,21,0,0,805564,,0.0
1267,34,0,0,809290,,0.0
1268,68,0,0,758918,,0.0
1269,53,0,0,739187,,0.0
1270,0,0,0,753303,,
1271,31,0,0,729267,,0.0
1272,22,0,0,729267,,0.0
1273,53,0,0,727067,,0.0
1274,140,0,0,737384,,0.0
1275,54,0,0,734081,,0.0
1276,27,0,0,745587,,0.0
1277,44,0,0,763539,,0.0
1278,94,0,0,790240,,0.0
1279,1228,0,0,888186,,0.0
1280,816,0,0,798676,,0.0
1281,666,0,0,918630,,0.0
1282,52,0,0,727126,,0.0
1283,106,0,0,735088,,0.0
1284,82,0,0,777441,,0.0
1285,37,0,0,740302,,0.0
1286,1372,0,0,784334,,0.0
1287,729,0,0,766733,,0.0
1288,0,0,0,696544,,
1289,0,0,0,879385,,
1290,54,0,0,852177,,0.0
1291,73,0,0,745295,,0.0
1292,86,0,0,731990,,0.0
1293,89,0,0,774687,,0.0
1294,66,0,0,759729,,0.0
1295,0,0,0,754234,,
1296,62,0,0,793690,,0.0
1297,92,0,0,751657,,0.0
1298,0,0,0,754766,,
1299,54,0,0,779338,,0.0
1300,96,0,0,802612,,0.0
1301,0,0,0,838345,,
1302,69,0,0,802612,,0.0
1303,85,0,0,838345,,0.0
1304,2527,0,0,700892,,0.0
1305,2530,0,0,622850,,0.0
1306,319,0,0,730745,,0.0
1307,862,0,0,740189,,0.0
1308,733,0,0,750202,,0.0
1309,0,0,0,713089,,
1310,40,0,0,667699,,0.0
1311,102,0,0,674803,,0.0
1312,118,0,0,739221,,0.0
1313,79,0,0,808211,,0.0
1314,573,0,0,803519,,0.0
1315,482,0,0,779202,,0.0
1316,25,0,0,775619,,0.0
1317,494,0,0,774429,,0.0
1318,1419,0,0,696363,,0.0
1319,54,0,0,706985,,0.0
1320,69,0,0,733406,,0.0
1321,105,0,0,688015,,0.0
1322,302,0,0,844916,,0.0
1323,214,0,0,896233,,0.0
1324,2489,0,0,770733,,0.0
1325,610,0,0,884202,,0.0
1326,263,0,0,1019458,,0.0
1327,675,0,0,924977,,0.0
1328,626,0,0,985517,,0.0
1329,744,0,0,896233,,0.0
1330,895,0,0,842429,,0.0
1331,0,0,0,833957,,
1332,0,0,0,984945,,
1333,2563,0,0,830150,,0.0
1334,275,0,0,957467,,0.0
1335,611,0,0,922479,,0.0
1336,1908,0,0,747349,,0.0
1337,1847,0,0,888634,,0.0
1338,2163,0,0,786227,,0.0
1339,745,0,0,940883,,0.0
1340,474,0,0,923875,,0.0
1341,1535,0,0,837650,,0.0
1342,1586,0,0,869853,,0.0
1343,0,0,0,928223,,
1344,30,0,0,938297,,0.0
1345,1017,0,0,863166,,0.0
1346,873,0,0,855847,,0.0
1347,132,0,0,937122,,0.0
1348,63,0,0,911679,,0.0
1349,183,0,0,981079,,0.0
1350,0,0,0,981178,,
1351,1786,0,0,911906,,0.0
1352,47,0,0,1074558,,0.0
1353,42,0,0,1036320,,0.0
1354,29,0,0,1054630,,0.0
1355,34,0,0,1064954,,0.0
1356,392,0,0,886698,,0.0
1357,1136,0,0,896389,,0.0
1358,2028,0,0,810546,,0.0
1359,446,0,0,908366,,0.0
1360,126,0,0,939009,,0.0
1361,102,0,0,939009,,0.0
1362,126,0,0,939009,,0.0
1363,141,0,0,870510,,0.0
1364,156,0,0,826138,,0.0
1365,364,0,0,1008957,,0.0
1366,3586,0,0,847927,,0.0
1367,3102,0,0,836541,,0.0
1368,2033,0,0,748842,,0.0
1369,1389,0,0,771409,,0.0
1370,2177,0,0,788953,,0.0
1371,2434,0,0,896234,,0.0
1372,2068,0,0,774790,,0.0
1373,584,0,0,760670,,0.0
1374,769,0,0,789268,,0.0
1375,1119,0,0,775421,,0.0
1376,1684,0,0,745572,,0.0
1377,1060,0,0,758991,,0.0
1378,1073,0,0,846343,,0.0
1379,4136,0,0,726077,,0.0
1380,1323,0,0,673895,,0.0
1381,1049,0,0,628229,,0.0
1382,1503,0,0,614335,,0.0
1383,2449,0,0,797387,,0.0
1384,1236,0,0,737297,,0.0
1385,0,0,0,733406,,
1386,129,0,0,939970,,0.0
1387,412,0,0,882418,,0.0
1388,88,0,0,885074,,0.0
1389,1075,0,0,827315,,0.0
1390,2514,0,0,899845,,0.0
1391,805,0,0,642466,,0.0
1392,1194,0,0,879662,,0.0
1393,1410,0,0,887458,,0.0
1394,662,0,0,936863,,0.0
1395,4451,0,0,565396,,0.0
1396,8072,0,0,452063,,0.0
1397,5736,65000,57200000,631243,9.71143076923077,9972.1059972106
1398,865,65000,75270000,869538,13.377507692307692,87017.34104046243
1399,3545,0,0,940399,,0.0
1400,1503,0,0,914844,,0.0
1401,1631,0,0,930325,,0.0
1402,408,0,0,945264,,0.0
1403,0,0,0,925869,,
1404,698,0,0,897816,,0.0
1405,196,0,0,964181,,0.0
1406,3304,130000,145080000,847968,6.52283076923077,43910.41162227603
1407,232,0,0,914063,,0.0
1408,512,0,0,1004327,,0.0
1409,2389,0,0,777295,,0.0
1410,396,0,0,940080,,0.0
1411,553,0,0,885424,,0.0
1412,1478,0,0,915849,,0.0
1413,1368,0,0,888618,,0.0
1414,363,0,0,856573,,0.0
1415,0,0,0,1019697,,
1416,583,0,0,827032,,0.0
1417,1001,0,0,788533,,0.0
1418,0,0,0,795336,,
1419,1552,0,0,780978,,0.0
1420,513,0,0,836801,,0.0
1421,847,0,0,797054,,0.0
1422,2218,0,0,966928,,0.0
1423,3677,0,0,919547,,0.0
1424,570,0,0,838036,,0.0
1425,2444,0,0,713672,,0.0
1426,377,0,0,788991,,0.0
1427,194,0,0,827062,,0.0
1428,61,0,0,792488,,0.0
1429,133,0,0,847702,,0.0
1430,475,0,0,833266,,0.0
1431,592,0,0,793493,,0.0
1432,852,0,0,795316,,0.0
1433,1222,0,0,929315,,0.0
1434,396,0,0,813594,,0.0
1435,197,0,0,786797,,0.0
1436,0,0,0,420340,,
1437,0,0,0,642147,,
1438,2465,0,0,711789,,0.0
1439,56,0,0,663259,,0.0
1440,59,0,0,697228,,0.0
1441,74,0,0,736151,,0.0
1442,67,0,0,788921,,0.0
1443,66,0,0,705153,,0.0
1444,344,0,0,739482,,0.0
1445,9,0,0,889240,,0.0
1446,116,0,0,793493,,0.0
1447,432,0,0,684294,,0.0
1448,463,0,0,839064,,0.0
1449,1930,0,0,737856,,0.0
1450,973,0,0,828900,,0.0
1451,149,0,0,894150,,0.0
1452,169,0,0,869734,,0.0
1453,223,0,0,884796,,0.0
1454,1696,0,0,944327,,0.0
1455,382,0,0,842835,,0.0
1456,0,0,0,687648,,
1457,818,0,0,955367,,0.0
1458,466,0,0,866756,,0.0
1459,784,0,0,869820,,0.0
1460,268,0,0,893372,,0.0
1461,1009,0,0,855523,,0.0
1462,0,0,0,660572,,
1463,0,0,0,612762,,
1464,0,0,0,697228,,
1465,0,0,0,390096,,
1466,35,0,0,1089767,,0.0
1467,83,0,0,1011886,,0.0
1468,81,0,0,1034447,,0.0
1469,27,0,0,1089191,,0.0
1470,787,0,0,1121845,,0.0
1471,1274,0,0,1015703,,0.0
1472,1562,0,0,1171906,,0.0
1473,326,0,0,1097258,,0.0
1474,1610,0,0,1053269,,0.0
1475,1147,0,0,947221,,0.0
1476,4184,0,0,906816,,0.0
1477,0,0,0,1002649,,
1478,0,0,0,1106476,,
1479,1667,0,0,894985,,0.0
1480,0,0,0,986451,,
1481,197,0,0,1050204,,0.0
1482,0,0,0,925650,,
1483,360,0,0,1052207,,0.0
1484,916,0,0,1036366,,0.0
1485,4554,0,0,946535,,0.0
1486,44,0,0,1042635,,0.0
1487,57,0,0,1058521,,0.0
1488,53,0,0,1061160,,0.0
1489,72,0,0,945158,,0.0
1490,124,0,0,917635,,0.0
1491,56,0,0,953046,,0.0
1492,88,0,0,967722,,0.0
1493,6,0,0,948792,,0.0
1494,99,0,0,951806,,0.0
1495,80,0,0,980800,,0.0
1496,0,0,0,994414,,
1497,80,0,0,986268,,0.0
1498,137,0,0,954446,,0.0
1499,38,0,0,978290,,0.0
1500,0,0,0,916228,,
1501,552,0,0,1014376,,0.0
1502,93,0,0,925128,,0.0
1503,2232,0,0,903702,,0.0
1504,888,0,0,936235,,0.0
1505,1391,0,0,968751,,0.0
1506,563,0,0,1062525,,0.0
1507,696,0,0,1032268,,0.0
1508,0,0,0,1055378,,
1509,832,0,0,974451,,0.0
1510,658,0,0,1017511,,0.0
1511,0,0,0,908672,,
1512,2697,0,0,915008,,0.0
1513,720,0,0,943222,,0.0
1514,162,0,0,936213,,0.0
1515,159,0,0,902208,,0.0
1516,137,0,0,878403,,0.0
1517,65,0,0,908573,,0.0
1518,69,0,0,946690,,0.0
1519,45,0,0,942145,,0.0
1520,108,0,0,945449,,0.0
1521,212,0,0,950136,,0.0
1522,69,0,0,949814,,0.0
1523,7,0,0,955005,,0.0
1524,66,0,0,937735,,0.0
1525,80,0,0,909204,,0.0
1526,648,0,0,934314,,0.0
1527,455,0,0,925218,,0.0
1528,101,0,0,918809,,0.0
1529,75,0,0,887124,,0.0
1530,33,0,0,916560,,0.0
1531,62,0,0,926515,,0.0
1532,73,0,0,904193,,0.0
1533,53,0,0,907257,,0.0
1534,54,0,0,896200,,0.0
1535,26,0,0,906430,,0.0
1536,45,0,0,910435,,0.0
1537,82,0,0,904818,,0.0
1538,78,0,0,922799,,0.0
1539,114,0,0,884488,,0.0
1540,132,0,0,887964,,0.0
1541,104,0,0,908330,,0.0
1542,68,0,0,891192,,0.0
1543,112,0,0,866849,,0.0
1544,87,0,0,850912,,0.0
1545,112,0,0,878491,,0.0
1546,2267,0,0,810370,,0.0
1547,46,0,0,953219,,0.0
1548,91,0,0,901306,,0.0
1549,34,0,0,909669,,0.0
1550,441,0,0,987739,,0.0
1551,54,0,0,905798,,0.0
1552,46,0,0,910869,,0.0
1553,11,0,0,913706,,0.0
1554,493,0,0,944527,,0.0
1555,273,0,0,991375,,0.0
1556,1109,0,0,960520,,0.0
1557,136,0,0,1035237,,0.0
1558,0,0,0,876929,,
1559,0,0,0,1093327,,
1560,21,0,0,1208884,,0.0
1561,0,0,0,0,,
1562,0,0,0,112368,,
1563,0,0,0,729075,,
1564,153,0,0,883015,,0.0
1565,0,0,0,252574,,
1566,0,0,0,20674,,
1567,0,0,0,50158,,
1568,34,0,0,267222,,0.0
1569,0,0,0,0,,
1570,0,0,0,273495,,
1571,17,0,0,528852,,0.0
1572,0,0,0,671721,,
1573,0,0,0,4639,,
1574,0,0,0,112368,,
1575,24,0,0,331859,,0.0
1576,0,0,0,310190,,
1577,521,0,0,704930,,0.0
1578,1,0,0,817469,,0.0
1579,435,0,0,927817,,0.0
1580,397,0,0,859986,,0.0
1581,710,0,0,817331,,0.0
1582,1389,0,0,863808,,0.0
1583,737,0,0,786075,,0.0
1584,5747,0,0,681369,,0.0
1585,4585,0,0,678714,,0.0
1586,1329,0,0,723746,,0.0
1587,5522,0,0,546887,,0.0
1588,21,0,0,863141,,0.0
1589,225,0,0,995824,,0.0
1590,264,0,0,1117117,,0.0
1591,812,0,0,994527,,0.0
1592,1049,0,0,983565,,0.0
1593,1719,0,0,1031093,,0.0
1594,631,0,0,926069,,0.0
1595,1346,0,0,925470,,0.0
1596,2762,0,0,1144526,,0.0
1597,0,0,0,812769,,
1598,0,0,0,822527,,
1599,0,0,0,838110,,
1600,3172,0,0,801994,,0.0
1601,48,0,0,995221,,0.0
1602,1496,0,0,1075747,,0.0
1603,1653,0,0,831904,,0.0
1604,2724,0,0,905209,,0.0
1605,0,0,0,1127546,,
1606,1763,0,0,942357,,0.0
1607,4144,0,0,846856,,0.0
1608,5481,0,0,1113908,,0.0
1609,855,0,0,770890,,0.0
1610,3574,0,0,958762,,0.0
1611,4679,0,0,1058630,,0.0
1612,0,0,0,514413,,
1613,0,0,0,471777,,
1614,2195,0,0,914938,,0.0
1615,1322,0,0,1067749,,0.0
1616,0,0,0,1250155,,
1617,2667,0,0,1128098,,0.0
1618,0,0,0,1239685,,
1619,6989,0,0,929740,,0.0
1620,3524,0,0,1128893,,0.0
1621,29,0,0,1152639,,0.0
1622,7,0,0,1194580,,0.0
1623,2373,0,0,1157261,,0.0
1624,1372,0,0,1088462,,0.0
1625,6,0,0,1273034,,0.0
1626,75,0,0,1222174,,0.0
1627,0,0,0,349878,,
1628,0,0,0,948545,,
1629,0,0,0,1025728,,
1630,215,0,0,914736,,0.0
1631,0,0,0,880297,,
1632,0,0,0,905344,,
1633,0,0,0,901821,,
1634,0,0,0,10530,,
1635,221,0,0,857200,,0.0
1636,0,0,0,290667,,
1637,0,0,0,502416,,
1638,0,0,0,364994,,
1639,0,0,0,54386,,
1640,0,0,0,348571,,
1641,0,0,0,161019,,
1642,0,0,0,280162,,
1643,0,0,0,54391,,
1644,0,0,0,143977,,
1645,0,0,0,443203,,
1646,0,0,0,0,,
1647,0,0,0,19657,,
1648,0,0,0,157918,,
1649,0,0,0,9370,,
1650,0,0,0,187711,,
1651,0,0,0,14861,,
1652,0,0,0,335719,,
1653,0,0,0,471999,,
1654,0,0,0,225883,,
1655,11486,0,0,907465,,0.0
1656,4875,0,0,816050,,0.0
1657,5903,0,0,803945,,0.0
1658,2701,0,0,690949,,0.0
1659,0,0,0,524612,,
1660,3079,0,0,904081,,0.0
1661,0,0,0,961298,,
1662,0,0,0,466765,,
1663,0,0,0,301626,,
1664,0,0,0,747352,,
1665,0,0,0,777843,,
1666,0,0,0,842756,,
1667,0,0,0,583735,,
1668,0,0,0,623360,,
1669,0,0,0,715537,,
1670,0,0,0,624834,,
1671,0,0,0,413071,,
1672,0,0,0,876780,,
1673,123,0,0,609751,,0.0
1674,0,0,0,1018629,,
1675,0,0,0,831384,,
1676,0,0,0,0,,
1677,0,0,0,642021,,
1678,0,0,0,58184,,
1679,0,0,0,101774,,
1680,0,0,0,374,,
1681,0,0,0,155647,,
1682,0,0,0,205801,,
1683,0,0,0,326097,,
1684,0,0,0,242991,,
1685,0,0,0,9354,,
1686,0,0,0,79371,,
1687,0,0,0,54850,,
1688,0,0,0,200686,,
1689,0,0,0,309273,,
1690,0,0,0,433218,,
1691,0,0,0,4964,,
1692,0,0,0,127265,,
1693,0,0,0,372435,,
1694,0,0,0,12027,,
1695,0,0,0,300583,,
1696,0,0,0,758,,
1697,0,0,0,952320,,
1698,1908,0,0,453029,,0.0
1699,0,0,0,224413,,
1700,0,0,0,453156,,
1701,0,0,0,297212,,
1702,0,0,0,536714,,
1703,0,0,0,923254,,
1704,0,0,0,982653,,
1705,53,0,0,905681,,0.0
1706,0,0,0,886797,,
1707,0,0,0,623,,
1708,0,0,0,83623,,
1709,0,0,0,377143,,
1710,0,0,0,623,,
1711,0,0,0,353196,,
1712,81,0,0,132239,,0.0
1713,4,0,0,910670,,0.0
1714,0,0,0,14634,,
1715,0,0,0,87337,,
1716,0,0,0,6063,,
1717,0,0,0,6800,,
1718,0,0,0,11816,,
1719,0,0,0,11816,,
1720,0,0,0,11816,,
1721,0,0,0,11816,,
1722,0,0,0,6062,,
1723,0,0,0,18934,,
1724,0,0,0,6062,,
1725,0,0,0,26829,,
1726,0,0,0,0,,
1727,0,0,0,869047,,
1728,15,0,0,528715,,0.0
1729,53,0,0,188048,,0.0
1730,0,0,0,501829,,
1731,0,0,0,281169,,
1732,71,0,0,674521,,0.0
1733,299,0,0,726481,,0.0
1734,0,0,0,1059081,,
1735,39,0,0,1017870,,0.0
1736,324,0,0,912377,,0.0
1737,0,0,0,681873,,
1738,167,0,0,929695,,0.0
1739,57,0,0,754423,,0.0
1740,0,0,0,784891,,
1741,42,0,0,580642,,0.0
1742,123,0,0,413038,,0.0
1743,157,0,0,229611,,0.0
1744,0,0,0,464401,,
1745,76,0,0,220946,,0.0
1746,32,0,0,491295,,0.0
1747,184,0,0,561256,,0.0
1748,84,0,0,1045261,,0.0
1749,498,0,0,993340,,0.0
1750,218,0,0,870682,,0.0
1751,32,0,0,574123,,0.0
1752,67,0,0,983012,,0.0
1753,14,0,0,817593,,0.0
1754,72,0,0,799731,,0.0
1755,89,0,0,720956,,0.0
1756,135,0,0,663303,,0.0
1757,0,0,0,574151,,
1758,225,0,0,674640,,0.0
1759,42,0,0,876854,,0.0
1760,60,0,0,725703,,0.0
1761,531,0,0,648539,,0.0
1762,20,0,0,513507,,0.0
1763,56,0,0,512240,,0.0
1764,86,0,0,491295,,0.0
1765,623,0,0,678903,,0.0
1766,0,0,0,364301,,
1767,50,0,0,426143,,0.0
1768,82,0,0,521471,,0.0
1769,0,0,0,45548,,
1770,25,0,0,375882,,0.0
1771,0,0,0,181214,,
1772,0,0,0,99145,,
1773,0,0,0,3791,,
1774,0,0,0,343788,,
1775,0,0,0,375882,,
1776,0,0,0,0,,
1777,0,0,0,0,,
1778,0,0,0,0,,
1779,0,0,0,0,,
1780,0,0,0,205490,,
1781,0,0,0,243391,,
1782,0,0,0,192373,,
1783,0,0,0,115340,,
1784,0,0,0,174849,,
1785,0,0,0,169450,,
1786,0,0,0,130421,,
1787,0,0,0,71793,,
1788,0,0,0,103096,,
1789,0,0,0,175781,,
1790,0,0,0,173374,,
1791,0,0,0,203986,,
1792,0,0,0,74538,,
1793,0,0,0,7362,,
1794,0,0,0,33427,,
1795,0,0,0,118937,,
1796,0,0,0,153523,,
1797,0,0,0,266009,,
1798,0,0,0,214695,,
1799,0,0,0,306285,,
1800,0,0,0,310803,,
1801,0,0,0,173237,,
1802,0,0,0,219675,,
1803,0,0,0,167247,,
1804,2,0,0,219689,,0.0
1805,0,0,0,162231,,
1806,0,0,0,124686,,
1807,0,0,0,158864,,
1808,0,0,0,235618,,
1809,0,0,0,480535,,
1810,0,0,0,473146,,
1811,0,0,0,298705,,
1812,0,0,0,610430,,
1813,49,0,0,502287,,0.0
1814,0,0,0,244018,,
1815,0,0,0,249279,,
